"fqdn","ip","asn","ip_prefix","owner","cc"
"ameli-renouvellement.fr","95.214.25.196","216419","95.214.25.0/24","AS-MATRIXTELECOM, GB","BG"
"amende-gouvconnexion.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"auth-securite-miseajour.fr","141.11.210.93","8100","141.11.210.0/24","ASN-QUADRANET-GLOBAL, US","FR"
"avis-penal.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"avis-penalites.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"betzino-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"leboncoin-fr-telephones-objets-connectes-1835482.fr","176.123.0.83","200019","176.123.0.0/24","ALEXHOST, MD","MD"
"mangacasinos-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"mrxbet-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"opposition-sg.fr","","","","",""
"paiement-secure-antai.fr","51.178.82.77","16276","51.178.0.0/16","OVH, FR","FR"
"powermaxfrance.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"sportaza-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"stussyfranceshop.fr","196.242.179.206","58065","196.242.179.0/24","PACKETEXCHANGE, GB","SC"
"superbet-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"uggs-outlet.fr","193.203.239.78","210403","193.203.239.0/24","LWS, FR","FR"
"winbet-fr.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
