"fqdn","ip","asn","ip_prefix","owner","cc"
"ansmsante.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"antai-gouve.fr","","","","",""
"baloo-mutuelle.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"bimbaylolafrance.fr","","","","",""
"chronopost-paiement-livraison.fr","213.226.123.23","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"critair-aide.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"mobile-ameli.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"mon-dossier-antai.fr","213.226.123.23","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"mylanmasante.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"objetetprivilege.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"pit-viperfrance.fr","165.231.4.77","57858","165.231.4.0/24","AS57858, US","SC"
"remiseenligne.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"remiseetprivilege.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"remisepriv.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"remisesprive.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"sante-clair.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"santemnt.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"sneakers-off.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"system-activationclient.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"telepaiement-dossier.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"thermomix-offre.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"webpaylib.fr","199.34.228.74","27647","199.34.228.0/22","WEEBLY, US","US"
"xn--arssant-hya.fr","104.247.82.54","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--cmb-sant-i1a.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--complmentaire-sant-solidaire-frcn.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--complmentairesantsolidaire-flcm.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--complmentairessant-fwbn.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--mutuelle-viasant-qqb.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--ouisant-hya.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--prvifrance-c7a.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--remisesetprivilges-5vb.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--remisesetrductions-kwb.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--rmi-centrevaldeloire-b2b.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--sidesant-i1a.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--sidessant-j4a.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
