"fqdn","ip","asn","ip_prefix","owner","cc"
"amendes-retard.fr","","","","",""
"auth-mobile-mutuels-assurances.fr","91.92.248.162","394711","91.92.248.0/24","LIMENET, US","BG"
"bouygues-groupes.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"cariumafrance.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"docusign.pm","","","","",""
"lebonco-insupport.fr","185.135.132.49","210403","185.135.132.0/24","LWS, FR","FR"
"pumaensoldes.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"retard-contravention.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"secure-myaccount.fr","64.226.118.243","14061","64.226.112.0/20","DIGITALOCEAN-ASN, US","US"
"serviceamende-antai.fr","45.86.86.75","200019","45.86.86.0/24","ALEXHOST, MD","RU"
"suivichronopost.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"support-cartevital.fr","","","","",""
"support-vital.fr","","","","",""
"usagers-antai.fr","193.233.203.102","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"washingtonpost.pm","172.67.199.30","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
