"fqdn","ip","asn","ip_prefix","owner","cc"
"activate-prime.fr","193.149.190.68","399629","193.149.190.0/24","BLNWX, US","US"
"chrono-support.fr","","","","",""
"contactleboncoiinsystempayment.fr","217.160.0.164","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"desigual-france.fr","","","","",""
"filafrance-shop.fr","15.197.130.221","16509","15.197.128.0/20","AMAZON-02, US","US"
"ironpro-officiel.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"ironstore.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"jott-officiel.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"login-connecte.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"mondial-relay-suivi.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"mondialrelais-colis.fr","93.123.39.42","401120","93.123.39.0/24","CHEAPY-HOST, US","BG"
"prolongation-prime.fr","193.149.190.68","399629","193.149.190.0/24","BLNWX, US","US"
