"fqdn","ip","asn","ip_prefix","owner","cc"
"betify3.fr","145.223.124.30","47583","145.223.120.0/21","AS-HOSTINGER, CY","US"
"chronopost-livraison.fr","107.189.18.131","14956","107.189.16.0/21","ROUTERHOSTING, US","US"
"chronoposten.fr","204.69.207.1","13335","204.69.207.0/24","CLOUDFLARENET, US","US"
"controlefranceeducation-internationa.fr","185.158.133.1","13335","185.158.133.0/24","CLOUDFLARENET, US","AE"
"controleur-ants.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gendarmerie-national.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"maillotdumonde.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"monprofil-prime.fr","75.2.103.23","16509","75.2.96.0/20","AMAZON-02, US","US"
"pharmaciedeladurance.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"pharmaciedeslilas-montpellier.fr","","","","",""
"pharmacielovisi13.fr","","","","",""
"pharmaciemadeleine-beaune.fr","","","","",""
"polenesfrance.fr","104.21.15.174","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"primarksfrance.fr","","","","",""
"twiningss.fr","104.21.43.129","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"ursaf-pro.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
