"fqdn","ip","asn","ip_prefix","owner","cc"
"axiom-energie.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"creditagrcole.fr","65.108.111.187","24940","65.108.0.0/16","HETZNER-AS, DE","DE"
"delll.fr","","","","",""
"france-pyfib.fr","104.21.64.219","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"hoganoutlet.fr","196.196.38.77","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"labubu-stitch-boutique.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"mondialrelaiycolis.fr","45.152.162.143","200019","45.152.162.0/24","ALEXHOST, MD","DE"
"mondialrelay-distribution.fr","","","","",""
"mondialrelay-livraison.fr","72.62.232.145","47583","72.62.232.0/21","AS-HOSTINGER, CY","LT"
"mondialrelay-reprog.fr","223.29.226.66","213441","223.29.226.0/24","SLAYER-AS, GB","PK"
"particuliers-edf.fr","158.94.209.86","202412","158.94.209.0/24","OMEGATECH-AS, SC","TR"
"pharmacie-maizaud-orcet.fr","","","","",""
"pharmacielorraine-forbach.fr","","","","",""
"prime-panier.fr","206.71.148.11","399629","206.71.148.0/24","BLNWX - BL Networks, US","US"
"prime-safety.fr","206.71.148.11","399629","206.71.148.0/24","BLNWX - BL Networks, US","US"
