"fqdn","ip","asn","ip_prefix","owner","cc"
"confirmationrdv-leboncoin-mhsd.fr","46.202.142.15","47583","46.202.142.0/23","AS-HOSTINGER, CY","UA"
"hhotmail.fr","127.0.0.127","NA","NA","NA",""
"julconcertlive.fr","160.153.0.123","209242","160.153.0.0/24","CLOUDFLARESPECTRUM Cloudflare, Inc., US","US"
"localiser-maps.fr","31.220.90.186","51167","31.220.88.0/21","CONTABO, DE","DE"
"lootscasino.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"moncomptesecure.fr","77.37.76.233","47583","77.37.76.0/24","AS-HOSTINGER, CY","DE"
"mondialrelay-support.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"secure-auth-sg.fr","172.67.172.116","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"secure-transfer.fr","192.162.71.31","210403","192.162.71.0/24","LWS, FR","FR"
"wise.pm","52.20.84.62","14618","52.20.0.0/14","AMAZON-AES, US","US"
"www-myrelay-client.fr","91.208.206.201","200019","91.208.206.0/24","ALEXHOST, MD","MD"
