"fqdn","ip","asn","ip_prefix","owner","cc"
"boomsbet-fr.fr","","","","",""
"centrury21.fr","217.160.0.195","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"couponviser.fr","104.21.58.110","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"doctolib-france.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"grohefr.fr","","","","",""
"grohes.fr","","","","",""
"impot-gou.fr","","","","",""
"lacoste-fr.fr","","","","",""
"letsjackpot-fr.fr","","","","",""
"messagerie-securise-leboncoin.fr","5.135.23.164","16276","5.135.0.0/16","OVH, FR","FR"
"ugg-outlet.fr","192.0.78.171","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"velobet-fr.fr","","","","",""
