"fqdn","ip","asn","ip_prefix","owner","cc"
"acceuil-amendes.fr","185.249.198.232","30823","185.249.198.0/24","COMBAHTON combahton GmbH, DE","DE"
"activation-services.fr","212.227.174.118","8560","212.227.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"agence-national-antai.fr","109.206.243.157","211252","109.206.243.0/24","AS_DELIS, US","BG"
"airjordanparis.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"amende-pv.fr","","","","",""
"amendes-agence-antai.fr","213.226.123.104","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"amendes-gouv-contravention.fr","85.31.45.206","211252","85.31.45.0/24","AS_DELIS, US","BG"
"amendes-traitement.fr","194.55.224.191","211252","194.55.224.0/24","AS_DELIS, US","BG"
"anahh.fr","216.239.32.21","15169","216.239.32.0/24","GOOGLE, US","US"
"antai-amendes.fr","193.42.33.76","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"antai-dossier-infractions.fr","80.94.95.30","204428","80.94.95.0/24","SS-NET, BG","RO"
"apps-client-vocal.fr","217.112.93.21","29550","217.112.80.0/20","SIMPLYTRANSIT, GB","GB"
"apps-secupass-agricole-assurance.fr","217.112.93.21","29550","217.112.80.0/20","SIMPLYTRANSIT, GB","GB"
"chronopost-colis-erreur.fr","","","","",""
"colissimoentreprise.fr","141.136.42.47","47583","141.136.42.0/24","AS-HOSTINGER, CY","LT"
"connection-disneyplus.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"contraventiongouv.fr","141.98.11.72","209605","141.98.11.0/24","HOSTBALTIC, LT","LT"
"dhl-colis.fr","45.81.243.221","211252","45.81.243.0/24","AS_DELIS, US","BG"
"dossier-clients.fr","45.82.75.105","47583","45.82.72.0/22","AS-HOSTINGER, CY","DE"
"edfcorse.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"edfmoncompte.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"edfsolaire.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"emploipublique.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"enedis-energie.fr","","","","",""
"ent-ile-de-france.fr","62.4.16.43","12876","62.4.0.0/19","Online SAS, FR","FR"
"gouv-regularisation.fr","91.208.184.67","200019","91.208.184.0/24","ALEXHOST, MD","MD"
"infograffe.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"infogrefe.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"inseesirene.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"laratp.fr","104.247.82.54","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"lemaillot2foot.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"monrendez-vousdanesthesie.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"nosgesteclimat.fr","104.247.82.51","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"nosgestesclimats.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"particuliersedf.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"proceduresinpi.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"ratpp.fr","104.247.81.52","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"rubrique-contravention.fr","193.42.33.76","138687","193.42.33.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"service-national-antai.fr","","","","",""
"suivre-mon-colis-chronopost.fr","194.55.224.181","211252","194.55.224.0/24","AS_DELIS, US","BG"
"support-amendes.fr","143.198.44.165","14061","143.198.32.0/20","DIGITALOCEAN-ASN, US","US"
"support-techniqueassistancebnpp.fr","78.138.58.31","210403","78.138.58.0/24","LWS, FR","FR"
"sylae.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"torrid.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--dfi-mtiers-b7ae.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--edfcollectivits-onb.fr","104.247.82.52","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--indemnit-carburant-iwb.fr","163.5.160.84","399486","163.5.160.0/24","VIRTUO, CA","FR"
"xn--monanesthsie-jeb.fr","104.247.82.53","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
