"fqdn","ip","asn","ip_prefix","owner","cc"
"actualisation-cartevitale.fr","45.139.104.76","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"andieswimfrance.fr","104.21.8.186","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"arkea-finance.fr","","","","",""
"arkea-immo.fr","","","","",""
"arkeafinance.fr","","","","",""
"camper-france.fr","","","","",""
"campersolde.fr","196.196.6.147","57858","196.196.6.0/24","AS57858, SC","SC"
"espace-verifications.fr","104.21.62.91","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"espaces-personnels.fr","172.67.202.229","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"gestion-assurance-sante.fr","172.187.229.14","8075","172.160.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"jop2024.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"leboncoinservicepaiement.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"livraison-frais.fr","23.227.38.71","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"mon-espace-enligne-sms.fr","85.239.33.142","200019","85.239.33.0/24","ALEXHOST, MD","RU"
"oh-pollyfrance.fr","104.21.95.207","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"polopascheroutlet.fr","172.67.204.148","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"regularisation-dossiers.fr","62.171.177.175","51167","62.171.176.0/23","CONTABO, DE","DE"
"riverisland-paris.fr","196.196.154.211","58065","196.196.154.0/24","PACKETEXCHANGE, GB","SC"
"riverislandfrance.fr","165.231.154.204","58065","165.231.154.0/24","PACKETEXCHANGE, GB","SC"
"sac–longchamps.fr","","","","",""
"secuauthif-pal.fr","62.4.16.172","12876","62.4.0.0/19","Online SAS, FR","FR"
"securisation-snapchat.fr","5.39.62.5","16276","5.39.0.0/17","OVH, FR","FR"
"service-antifraude.fr","5.196.67.184","16276","5.196.0.0/16","OVH, FR","FR"
"service-ups.fr","91.234.194.177","210403","91.234.194.0/24","LWS, FR","FR"
"serviceoppositions.fr","95.179.222.116","20473","95.179.208.0/20","AS-CHOOPA, US","US"
"services-amendes.fr","184.174.96.92","16276","184.174.96.0/24","OVH, FR","US"
"snapchat-securisation.fr","5.39.62.5","16276","5.39.0.0/17","OVH, FR","FR"
"uparis2.fr","","","","",""
"ups-livraison-colis.fr","94.156.8.235","215240","94.156.8.0/24","NETRESEARCH, GB","BG"
