"fqdn","ip","asn","ip_prefix","owner","cc"
"airmax.fr","0.0.0.0","NA","NA","NA",""
"annulationavril.fr","","","","",""
"betzinno.fr","172.67.155.47","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"betzinocasinofr.fr","104.21.31.86","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casino-casinozer-fr.fr","104.21.89.202","13335","104.21.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casinoroobetfr.fr","104.21.35.45","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casinouniquefr.fr","172.67.144.198","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"colis-info-client.fr","180.149.198.165","210403","180.149.198.0/24","LWS, FR","FR"
"labanquepostala.fr","217.160.0.21","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"ticket-master.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"ticketflow-support.fr","217.160.0.65","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"unique-casino-fr.fr","172.67.133.63","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"urbanoutlet.fr","23.227.38.67","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"vegasplus-fr.fr","172.67.197.71","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"vitale-aide.fr","185.99.98.7","205397","185.99.98.0/24","AS-69HOST, US","SC"
