"fqdn","ip","asn","ip_prefix","owner","cc"
"betclic-fr.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"betclicfr.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"bigcandyofficial.fr","104.21.48.252","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"bigcandywin.fr","104.21.48.126","13335","104.21.48.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"billets-concert.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"casinomidarion.fr","75.2.103.23","16509","75.2.96.0/20","AMAZON-02 - Amazon.com, Inc., US","US"
"cresuscasinoz.fr","","","","",""
"francegendarmerie.fr","","","","",""
"inky-casino.fr","104.21.74.33","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"inkybet.fr","104.21.28.107","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"inkybetcasino.fr","104.21.15.194","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"login-drive.fr","198.49.23.145","53831","198.49.23.0/24","SQUARESPACE - Squarespace, Inc., US","US"
"login-google-accounts.fr","185.99.98.8","205397","185.99.98.0/24","AS-69HOST, US","SC"
"login-google.fr","62.169.21.169","51167","62.169.16.0/21","CONTABO, DE","DE"
"notairess.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"savaspin-casino-france.fr","82.221.143.1","50613","82.221.143.0/24","THORDC-AS, IS","IS"
"securipass-sg.fr","34.90.130.132","396982","34.90.128.0/20","GOOGLE-CLOUD-PLATFORM - Google LLC, US","US"
"sneakers-labs.fr","172.67.182.5","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"sneakersworld.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"stake-casino1.fr","31.131.20.207","56851","31.131.20.0/24","VPS-UA-AS, UA","UA"
"syngas-fr.fr","147.79.79.50","47583","147.79.72.0/21","AS-HOSTINGER, CY","US"
"togethercasinofr.fr","172.67.223.235","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"truereligionfr.fr","172.67.207.130","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"vinted-auth-client.fr","203.161.47.67","22612","203.161.47.0/24","NAMECHEAP-NET - Namecheap, Inc., US","US"
"voxcasino.fr","172.67.210.57","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
