"fqdn","ip","asn","ip_prefix","owner","cc"
"boutique-dammann.fr","104.247.81.99","206834","104.247.80.0/22","TEAMINTERNET-CA-AS, DE","CA"
"boutique-hepp.fr","185.53.179.200","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"casinobanzai.fr","","","","",""
"connexion-mabanque-bnpparibas.fr","","","","",""
"contactfr.fr","52.159.80.143","8075","52.152.0.0/13","MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US","US"
"leadticket.fr","23.227.38.70","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"legendregroupe-sa.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"legionbet.fr","82.198.227.116","47583","82.198.224.0/21","AS-HOSTINGER, CY","DE"
"lola-jack-casino.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"mafiacasino.fr","","","","",""
"notaires-fr.fr","80.92.65.214","24611","80.92.65.0/24","DCLUX-AS Datacenter Luxembourg, LU","LU"
"service-public-dgccrf.fr","172.67.163.217","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"snef-nice.fr","","","","",""
