"fqdn","ip","asn","ip_prefix","owner","cc"
"bpifrance-monccompte.fr","","","","",""
"bpifrance-moncompte.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"carharttwip.fr","172.67.136.141","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casinodracula.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS, DE","DE"
"colisrelay-regularisation.fr","179.61.227.93","399486","179.61.227.0/24","VIRTUO - 12651980 CANADA INC., CA","AE"
"fr-instasino.fr","185.53.177.20","61969","185.53.176.0/22","TEAMINTERNET-AS, DE","DE"
"fr-rabona.fr","","","","",""
"golden-pandacasino.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"hugofr.fr","","","","",""
"kikofrance.fr","172.67.198.200","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"lioncasinos.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"locowin-promo.fr","172.67.158.170","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"machancecasino4.fr","62.84.97.40","216071","62.84.97.0/24","VDSINA, AE","AE"
"mangacasino-official.fr","","","","",""
"mon-espace-remboursements.fr","","","","",""
"nevadawin-official.fr","","","","",""
"ninecasino-official.fr","","","","",""
"olympe-prime.fr","172.67.184.181","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"pradasoldes.fr","104.21.67.221","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"sfr-message-vocal.fr","34.122.60.117","396982","34.122.48.0/20","GOOGLE-CLOUD-PLATFORM - Google LLC, US","US"
"sivantsgouv.fr","","","","",""
"suivi-de-ma-commande.fr","45.74.47.162","213441","45.74.47.0/24","SLAYER-AS, GB","US"
"tickexchange.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"vinted-miseajour.fr","203.161.39.82","22612","203.161.39.0/24","NAMECHEAP-NET - Namecheap, Inc., US","US"
