"fqdn","ip","asn","ip_prefix","owner","cc"
"amendes-majoration.fr","","","","",""
"amtmut.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"atmut.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"brest-cybertek.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"broupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"carte-vitale-regularisation.fr","","","","",""
"corsicaferrie.fr","217.160.0.133","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"cybertekbrest.fr","62.72.38.124","47583","62.72.36.0/22","AS-HOSTINGER, CY","DE"
"froupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"geoupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gfoupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"ggroupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gorupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"griupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grlupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groipama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grojpama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grooupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gropuama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grouama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grouapma.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groumama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grouoama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupaa.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupaam.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupaama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupala.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupamaa.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupamq.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupamz.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupapa.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupmaa.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grouppama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupqma.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groupzma.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grouupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"groypama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grpupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"grroupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gruopama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"gtoupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"hroupama.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"infosforfaitaire2023.fr","213.226.123.172","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"latmut.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"logistique-colissimo.fr","51.120.112.250","8075","51.120.0.0/16","MICROSOFT-CORP-MSN-AS-BLOCK, US","GB"
"maatmut.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"magmut.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
