"fqdn","ip","asn","ip_prefix","owner","cc"
"autheniccoupon.fr","213.130.145.104","47583","213.130.145.0/24","AS-HOSTINGER, CY","GB"
"ch-draguigan.fr","","","","",""
"compte-remboursement.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"dossier-remboursement.fr","","","","",""
"e-ticketswap.fr","185.230.63.186","58182","185.230.63.0/24","WIX_COM, IL","IL"
"enercoop-ardennes-champagne.fr","195.201.69.223","24940","195.201.0.0/16","HETZNER-AS, DE","DE"
"julconcert.fr","194.126.193.50","210403","194.126.193.0/24","LWS, FR","FR"
"lucky8official.fr","","","","",""
"mon-espace-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"parislivetickets.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"remboursementwizzair.fr","95.111.249.30","51167","95.111.248.0/23","CONTABO, DE","DE"
"ssa-gov.fr","109.234.166.133","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"ticket-masters.fr","172.67.181.167","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"ticketfaster.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"ticketsjul.fr","23.227.38.70","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"ticketsone.fr","23.227.38.68","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"ventepriveeboss.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
