"fqdn","ip","asn","ip_prefix","owner","cc"
"alerte-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"alertes-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"ar24recommande.fr","198.49.23.145","53831","198.49.23.0/24","SQUARESPACE, US","US"
"arcteryxoutletfrance.fr","196.196.13.178","63119","196.196.13.0/24","AS-63119, SC","SC"
"cashback-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"cheques-energiques.fr","193.233.203.220","200019","193.233.203.0/24","ALEXHOST, MD","RU"
"comptes-medecin.fr","","","","",""
"espaces-santes.fr","","","","",""
"france-aides.fr","198.49.23.144","53831","198.49.23.0/24","SQUARESPACE, US","US"
"jouermafiacasino.fr","172.67.158.124","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"julconcerts.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"lapsote.fr","","","","",""
"page-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"select-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"univ-anu.fr","104.21.25.214","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"xn--universit-nantes-jqb.fr","185.230.63.186","58182","185.230.63.0/24","WIX_COM, IL","IL"
