"fqdn","ip","asn","ip_prefix","owner","cc"
"betify-officiel3.fr","","","","",""
"burberrypascher.fr","","","","",""
"cartierpascher.fr","","","","",""
"cartiervente.fr","","","","",""
"cartparis.fr","","","","",""
"cgv-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"citelis-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"currency-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"exclusives-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"favoris-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"incentive-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"m-relay-info.fr","51.77.140.148","16276","51.77.0.0/16","OVH, FR","FR"
"marketing-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"prime-annulation.fr","64.111.92.215","399629","64.111.92.0/24","BLNWX, US","US"
"prime-bonjour.fr","64.111.92.46","399629","64.111.92.0/24","BLNWX, US","US"
"prime-hello.fr","64.111.92.46","399629","64.111.92.0/24","BLNWX, US","US"
"prime-refund.fr","64.111.92.215","399629","64.111.92.0/24","BLNWX, US","US"
"process-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"redi-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"repliqueburberry.fr","","","","",""
"repliquecartier.fr","","","","",""
"repliquerolexluxe.fr","","","","",""
"support-ledger.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"univers-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"vpa-prime.fr","206.71.148.73","399629","206.71.148.0/24","BLNWX, US","US"
"webpay-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
"webpayment-prime.fr","193.149.190.223","399629","193.149.190.0/24","BLNWX, US","US"
