"fqdn","ip","asn","ip_prefix","owner","cc"
"cdc-net-labanquedesterritoires.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"choix-relais.fr","163.5.159.170","207992","163.5.159.0/24","FEELB, FR","FR"
"espace-renouvellement-assure-enligne.fr","146.19.213.233","200019","146.19.213.0/24","ALEXHOST, MD","RU"
"groupe-franprix.fr","193.203.239.85","210403","193.203.239.0/24","LWS, FR","FR"
"info-santerenouvellement.fr","45.139.104.91","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"mes-renouvellements-assure-enligne.fr","217.160.0.232","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"mon-renouvellement-assure-en-ligne.fr","217.160.0.105","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"official-lancaster.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"renouvellement-carte-assurance.fr","193.233.203.68","200019","193.233.203.0/24","ALEXHOST, MD","RU"
"renouvellementdossier.fr","","","","",""
"sante-connect-ameli.fr","176.123.1.175","200019","176.123.1.0/24","ALEXHOST, MD","MD"
"sonarranscashmastercard-espace-personnel.fr","193.37.145.71","210403","193.37.145.0/24","LWS, FR","FR"
"traanscashmastercardespace-personnel.fr","194.164.74.158","47583","194.164.72.0/21","AS-HOSTINGER, CY","DE"
"votre-espacesoc.fr","172.67.142.51","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
