"fqdn","ip","asn","ip_prefix","owner","cc"
"chaussuresvibram.fr","172.67.178.224","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"desactivation-prime.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"desactivation-primevideo.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"desactivation-videoprime.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"dgfip-assistance.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"espace-renouvellement-assure-en-ligne.fr","91.208.197.164","200019","91.208.197.0/24","ALEXHOST, MD","MD"
"guessoutletfrance.fr","165.231.36.202","41564","165.231.36.0/24","AS41564, GB","SC"
"mon-espace-ursaf.fr","45.139.104.91","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"moncomptebnpppfimmobilier.fr","198.54.115.193","22612","198.54.115.0/24","NAMECHEAP-NET, US","US"
"mypcs-reclamation.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"officiel-lancaster.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"portail-dgfip.fr","198.49.23.145","53831","198.49.23.0/24","SQUARESPACE, US","US"
"prime-desactivation.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"primevideo-desactivation.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"service-sante-en-ligne.fr","20.0.0.146","8075","20.0.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"snapchat-supports.fr","","","","",""
"srfinancements.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"support-google.fr","51.255.48.169","16276","51.254.0.0/15","OVH, FR","FR"
"videoprime-desactivation.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
