"fqdn","ip","asn","ip_prefix","owner","cc"
"actualisation-carte.fr","","","","",""
"ameli-macarte.fr","","","","",""
"ameli-securite-vitale.fr","","","","",""
"authentification-mon-compte.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"banquepopulaire-lyonnaise.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"carte-vitalev3.fr","20.242.104.121","8075","20.192.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"client-bnpparibas.fr","","","","",""
"dlsneyplus.fr","188.165.84.106","16276","188.165.0.0/16","OVH, FR","FR"
"dsney-plus.fr","179.43.187.65","51852","179.43.128.0/18","PLI-AS, PA","PA"
"dsney-secure.fr","","","","",""
"espace-ameii.fr","","","","",""
"groupe-creditdunord.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"impots-espace.fr","5.199.162.42","16125","5.199.162.0/23","CHERRYSERVERS1-AS, LT","LT"
"impots-gouvernement.fr","","","","",""
"infos-ameli.fr","","","","",""
"labanquepostale-certicodeplus.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"mobile-credit-du-nord.fr","","","","",""
"paiement-faudre-ppl.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"paiementlebon-coin.fr","149.62.37.8","47583","149.62.37.0/24","AS-HOSTINGER, CY","DE"
"particuliers-societe.fr","","","","",""
"renouvellement-carte.fr","","","","",""
"renouvellement-facture.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"reservation-id9159398.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"sante-vitale-info.fr","37.44.237.128","49434","37.44.237.0/24","HARMONYHOSTING-AS, FR","FR"
"securepass-caisse-epargne.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"secures4-ameli.fr","70.32.1.32","32181","70.32.0.0/21","ASN-GIGENET, US","US"
"securpass-banquepopulaire.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"securpass-creditagricole.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"securpass-societegenerale.fr","193.233.48.51","210352","193.233.48.0/24","SERVER4-AS, RU","RU"
"support-vitale.fr","","","","",""
