"fqdn","ip","asn","ip_prefix","owner","cc"
"acces-ameli.fr","","","","",""
"actu-ameli.fr","","","","",""
"ameli-auth-carte.fr","","","","",""
"amelisantegouv.fr","","","","",""
"authsec.fr","45.140.164.32","208226","45.140.164.0/24","OUIHEBERG, FR","GB"
"banquespopulaire.fr","","","","",""
"bouygues-tel.fr","179.43.142.50","51852","179.43.128.0/18","PLI-AS, PA","PA"
"dcpj-cybergend11.fr","","","","",""
"edf-particulier.fr","","","","",""
"franprix-france.fr","","","","",""
"g-interieurgouv.fr","","","","",""
"gouv-elysee.fr","","","","",""
"hsbc-banque.fr","176.123.0.55","200019","176.123.0.0/24","ALEXHOST, MD","MD"
"login-accounts.fr","77.159.253.119","15557","77.144.0.0/12","LDCOMNET, FR","FR"
"mabanquepostal.fr","172.67.190.109","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"moncompteformationcpf-elegible.fr","","","","",""
"netfiixsuspension.fr","179.43.187.75","51852","179.43.128.0/18","PLI-AS, PA","PA"
"nouvellelivebox-orange.fr","","","","",""
"securpass-lacaisse-epargne.fr","","","","",""
"service-paypal-verification-france.fr","","","","",""
"servicepublic-ameli.fr","","","","",""
"societegenerale-particulier.fr","","","","",""
"societesgenerale.fr","","","","",""
"verification-service-paypal.fr","","","","",""
"www-spotify-premium.fr","","","","",""
