"fqdn","ip","asn","ip_prefix","owner","cc"
"000.tf","154.215.245.61","134175","154.215.224.0/19","SH2206-AP UNIT A17,9F SILVERCORP INTL TOWER 707-713 NATHAN RD, HK","SC"
"2138.pm","216.83.54.162","64050","216.83.54.0/24","BCPL-SG BGPNET Global ASN, SG","US"
"assurance-ameli-client.fr","","","","",""
"cartevitale-sante-info.fr","","","","",""
"credit-du-nord-epaiement.fr","","","","",""
"creditmutuel-opposition.fr","","","","",""
"espaceameii.fr","","","","",""
"ma-nouvelle-cartevitale.fr","","","","",""
"moncomptemaladie.fr","","","","",""
"netflix-compte-france.fr","","","","",""
"netflixloginpage.fr","","","","",""
"paielebon-coin.fr","2.57.90.16","47583","2.57.90.0/24","AS-HOSTINGER, CY","CY"
"paypal-info.fr","","","","",""
"xn--sfrimpay-i1a.fr","88.151.197.142","208226","88.151.197.0/24","OUIHEBERG, FR","AZ"
