"fqdn","ip","asn","ip_prefix","owner","cc"
"acpam-fr-sante.fr","213.226.123.104","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"alerte-ameli.fr","","","","",""
"ameli-cartevital.fr","","","","",""
"ameli-supportsfrance.fr","","","","",""
"amelie-verification.fr","","","","",""
"amelivital.fr","","","","",""
"assistance-client-assurance-maladie.fr","","","","",""
"assurance-compte.fr","5.42.199.88","49943","5.42.199.0/24","ITRESHENIYA-AS, RU","RU"
"authentifier-code.fr","35.172.94.1","14618","35.168.0.0/13","AMAZON-AES, US","US"
"avance-immediate-impots.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"avance-immediate-urssaf.fr","","","","",""
"bqnque-de-savoie.fr","","","","",""
"chronocolis-pay.fr","","","","",""
"codifrance-distribution.fr","","","","",""
"colissimo-dedouanement.fr","179.43.162.46","51852","179.43.128.0/18","PLI-AS, PA","PA"
"compte-nickel-france.fr","","","","",""
"creditdunord-client.fr","179.43.142.7","51852","179.43.128.0/18","PLI-AS, PA","PA"
"egvt.fr","162.0.217.74","22612","162.0.217.0/24","NAMECHEAP-NET, US","US"
"lassurances-maladie.fr","20.126.4.184","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"leboncoin-online.fr","","","","",""
"pref-gouv93.fr","","","","",""
"secure-ionos.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"sg-securepass.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"sg-securipass.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"supportinstagram.fr","","","","",""
"votre-carte-vital.fr","217.160.0.233","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"www-groupes-credit-du-nord.fr","","","","",""
