"fqdn","ip","asn","ip_prefix","owner","cc"
"3742.fr","103.71.154.202","132325","103.71.154.0/24","LEMON-AS-AP LEMON TELECOMMUNICATIONS LIMITED, HK","HK"
"amazonrenouvellement.fr","185.156.172.18","9009","185.156.172.0/24","M247, RO","RO"
"ameii-macartevitale.fr","99.83.154.118","16509","99.83.144.0/20","AMAZON-02, US","US"
"ameii-renouveiiement.fr","213.226.123.224","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"ameli-acces.fr","","","","",""
"ameli-vitale-carte.fr","","","","",""
"assistances-netflix.fr","","","","",""
"assistances-paypal.fr","","","","",""
"assuameli.fr","","","","",""
"auth-agricole.fr","","","","",""
"bnpparibas-france.fr","","","","",""
"colissimo-impaye.fr","179.43.142.7","51852","179.43.128.0/18","PLI-AS, PA","PA"
"credit-du-nord-compte.fr","179.43.142.7","51852","179.43.128.0/18","PLI-AS, PA","PA"
"dgfip-financesgouv.fr","","","","",""
"espace-connexion.fr","","","","",""
"espace-lcl.fr","","","","",""
"espacecreditagricole.fr","","","","",""
"espacemycreditmutuel.fr","","","","",""
"espacesociete-generale.fr","","","","",""
"info-vital.fr","","","","",""
"macartevital.fr","","","","",""
"netflixfacture.fr","","","","",""
"yahoooo.fr","","","","",""
