"fqdn","ip","asn","ip_prefix","owner","cc"
"36.wf","43.134.25.203","132203","43.134.0.0/18","TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN","SG"
"ameli-accompagnement.fr","","","","",""
"ameli-infos.fr","","","","",""
"amelie-accompagnement.fr","","","","",""
"authnetflix.fr","","","","",""
"interpol-france.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"labanquepostale-certicodes-notification.fr","216.239.38.21","15169","216.239.38.0/24","GOOGLE, US","US"
"manouvellecartevitale.fr","","","","",""
"netflix-fr-login.fr","","","","",""
"particuliers-edf.fr","","","","",""
"services-info-ameli.fr","","","","",""
"services-netflix-abonnement.fr","69.25.112.88","35913","69.25.112.0/24","DEDIPATH-LLC, US","US"
"vcoscompte-acce.fr","","","","",""
"verify-lydia.fr","40.86.17.197","8075","40.80.0.0/12","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"xn--amlie-accompagnement-c2b.fr","","","","",""
