"fqdn","ip","asn","ip_prefix","owner","cc"
"1375.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"1827.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"2073.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"2147.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"3762.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"4735.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"5240.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"6382.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"8406.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"8624.tf","103.211.124.60","132839","103.211.124.0/22","POWERLINE-AS-AP POWER LINE DATACENTER, HK","HK"
"agricol-secure.fr","","","","",""
"ameli-frcpam.fr","","","","",""
"ameli-usagers.fr","","","","",""
"ancv-france.fr","","","","",""
"assurancesmaladiesfr.fr","","","","",""
"bd3h.yt","","","","",""
"certicode-authentification.fr","","","","",""
"connexioespacesecuperso.fr","","","","",""
"ddhk.yt","","","","",""
"espaceclient-sg.fr","179.43.175.72","51852","179.43.128.0/18","PLI-AS, PA","PA"
"macartevitale-renouv.fr","","","","",""
"mail01oranve.fr","15.197.130.221","16509","15.197.128.0/20","AMAZON-02, US","US"
"mh59.yt","","","","",""
"netflixupdate.fr","","","","",""
"securepaiement.fr","","","","",""
"securepass-societe-general.fr","","","","",""
"securite-socialecarte.fr","","","","",""
"servicemaladies.fr","","","","",""
"sg-secupass.fr","195.110.124.154","39729","195.110.124.0/22","REGISTER-AS, IT","IT"
"sg-securite-particuliers.fr","179.43.187.28","51852","179.43.128.0/18","PLI-AS, PA","PA"
"societesgeneral.fr","","","","",""
"support-renouvellement-francais.fr","","","","",""
"vitale-amlie.fr","","","","",""
"vitale-infosante.fr","","","","",""
"whr1h.tf","","","","",""
"wrhrh.tf","","","","",""
"wthth.tf","","","","",""
"xn--assur-ameli-fbb.fr","","","","",""
