"fqdn","ip","asn","ip_prefix","owner","cc"
"am-assur.fr","","","","",""
"ameli-cartevitale-enligne.fr","","","","",""
"ameli-espace-client.fr","","","","",""
"assure-amell.fr","","","","",""
"authentification-vitale.fr","45.131.187.253","58057","45.131.187.0/24","SECUREBIT Securebit Autonomous System, CH","CH"
"europol.re","","","","",""
"franetflixcompte.fr","","","","",""
"mobile-amazon.fr","","","","",""
"netflix-inf-serv.fr","","","","",""
"netflix-renouv.fr","","","","",""
"netflix-service-client.fr","","","","",""
"paypal-verification.fr","","","","",""
"securite-verification.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"service-verif.fr","","","","",""
"sup-port-net-flix-id.fr","","","","",""
"vitale-servicecpam.fr","","","","",""
"xn--assures-amli-keb.fr","","","","",""
"yokvstore.fr","","","","",""
