"fqdn","ip","asn","ip_prefix","owner","cc"
"abonnementfranceiptv.fr","104.21.49.50","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"amelisantes.fr","45.139.104.165","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"autryensoldes.fr","104.21.22.233","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"leboncoinpaiementsecurise.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"mesdroitsameli.fr","45.139.104.97","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"ppl-recovery.fr","52.202.105.1","14618","52.200.0.0/13","AMAZON-AES, US","US"
"relay-sms.fr","76.76.21.21","16509","76.76.21.0/24","AMAZON-02, US","US"
"tva-gouv-finances.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"univ-amiens.fr","217.160.0.92","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"univamiens.fr","217.160.0.141","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
