"fqdn","ip","asn","ip_prefix","owner","cc"
"amelicartevitale.fr","45.139.104.165","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"billabongs.fr","172.67.128.27","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"bpceopulaire.fr","","","","",""
"chacosfrance.fr","196.244.47.100","58065","196.244.47.0/24","PACKETEXCHANGE, GB","SC"
"chronopost-suivi-colis.fr","147.79.103.123","47583","147.79.96.0/21","AS-HOSTINGER, CY","US"
"comjaime.fr","96.126.111.165","63949","96.126.104.0/21","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"diesel-outlet.fr","","","","",""
"espace-reglement.fr","45.139.104.34","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"espacesclients-personnel.fr","172.67.196.33","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"goyard-france.fr","","","","",""
"longchampsfrance.fr","","","","",""
"mussee-orsay.fr","75.2.103.23","16509","75.2.96.0/20","AMAZON-02, US","US"
"newfarma.fr","66.175.209.179","63949","66.175.208.0/21","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"noctafrance.fr","172.67.144.227","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"oodo.fr","96.126.111.165","63949","96.126.104.0/21","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"projetanahdocssecurises.fr","217.160.0.101","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"servicecomgend.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"stussysfrance.fr","","","","",""
"support-mondialrelay.fr","","","","",""
"tnoutlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"univparis1.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
