"fqdn","ip","asn","ip_prefix","owner","cc"
"alixpresss.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"amazon-verification-client.fr","52.47.166.145","16509","52.47.0.0/16","AMAZON-02, US","US"
"applemusic.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"assistancesllbc.fr","240.0.0.1","NA","NA","NA",""
"ca-notification-pacifica.fr","213.36.252.183","12322","213.36.0.0/16","PROXAD, FR","FR"
"chronopostacheminents.fr","","","","",""
"chronosuivi-info.fr","","","","",""
"espace-client-sfr-myfactures.fr","","","","",""
"espaceauthentification.fr","240.0.0.1","NA","NA","NA",""
"g7-taxis.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"geo-portail.fr","104.247.82.54","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"lbclivraisonspro.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"nickelvalidation.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"pole-mploi.fr","64.190.63.111","47846","64.190.62.0/23","SEDO-AS, DE","DE"
"regularisation-moncompte.fr","","","","",""
"rossignolfrance.fr","","","","",""
"rossignoloutlet.fr","","","","",""
"track-chronofrais.fr","","","","",""
"trackchronopost.fr","","","","",""
"verifierrecharge.fr","217.160.0.117","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"xn--mabanque-misejour-0ob.fr","","","","",""
"youtubemusic.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
