"fqdn","ip","asn","ip_prefix","owner","cc"
"activationdesrecharges.fr","154.49.245.166","47583","154.49.244.0/23","AS-HOSTINGER, CY","US"
"antaiservicegouv.fr","179.61.232.173","46337","179.61.232.0/24","WEBSITE-HOSTING, US","AE"
"boursoramat.fr","","","","",""
"chronopost-infos-service.fr","","","","",""
"colis-centre.fr","95.214.26.78","211760","95.214.26.0/24","AS-SUISSE, SC","BG"
"contraventiongouv-antai.fr","","","","",""
"dhi-colis.fr","","","","",""
"leschaussuresstan.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"lmpots-en-ligne.fr","45.158.77.187","207992","45.158.77.0/24","FEELB, FR","GB"
"moncolissuivi.fr","","","","",""
"paylibpay.fr","","","","",""
"securitycheckone.fr","193.203.239.74","210403","193.203.239.0/24","LWS, FR","FR"
"umbro-france.fr","196.240.10.92","58065","196.240.10.0/24","PACKETEXCHANGE, GB","SC"
