"fqdn","ip","asn","ip_prefix","owner","cc"
"actualisation.france-info.fr","","","","",""
"amendeantaiddgif.fr","62.182.81.195","30860","62.182.80.0/23","YURTEH-AS, UA","UA"
"assurance-vitale.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"caisse-epargne-connexion.fr","","","","",""
"chronolaposte.fr","","","","",""
"connexion-particulier-sg.fr","213.202.211.225","24961","213.202.192.0/18","MYLOC-AS IP Backbone of myLoc managed IT AG, DE","DE"
"connexion-sg.fr","213.202.211.225","24961","213.202.192.0/18","MYLOC-AS IP Backbone of myLoc managed IT AG, DE","DE"
"infopaiement.fr","213.226.123.41","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"lenouveaumaillotdefoot.fr","104.21.81.79","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"losgins-orange.fr","","","","",""
"mlogins-orange.fr","","","","",""
"my-colis.fr","146.19.213.205","200019","146.19.213.0/24","ALEXHOST, MD","RU"
"mylogins-orange.fr","","","","",""
"newbalances.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"reccup-bachatlib.fr","213.158.94.241","34762","213.158.94.0/23","COMBELL-AS, BE","IT"
"recup-transpylib.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"service-ameli-enligne.fr","","","","",""
"support-spotify.fr","104.21.34.240","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"wannadooo.fr","","","","",""
