"fqdn","ip","asn","ip_prefix","owner","cc"
"antai-pv.fr","","","","",""
"asicsfr.fr","104.21.36.37","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"bebe-plus.fr","104.21.61.103","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"calendriersdepompiers.fr","138.201.79.102","24940","138.201.0.0/16","HETZNER-AS, DE","DE"
"carhartt-paris.fr","165.231.193.136","58065","165.231.193.0/24","PACKETEXCHANGE, GB","SC"
"colis-transit.fr","20.26.125.189","8075","20.0.0.0/11","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"freecash.fr","23.227.38.67","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"icloud.tf","","","","",""
"infosms-laposte.fr","104.21.26.211","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"infovitale-secuameli.fr","45.95.232.237","207713","45.95.232.0/24","GIR-AS, RU","RU"
"lebonqoin.fr","64.190.63.111","47846","64.190.62.0/23","SEDO-AS, DE","DE"
"paris-cybertek.fr","172.104.233.69","63949","172.104.224.0/19","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"pv-antai.fr","","","","",""
"the-northface-outlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
