"fqdn","ip","asn","ip_prefix","owner","cc"
"antal-paiement.fr","","","","",""
"aspromus.fr","37.9.175.132","51013","37.9.175.0/24","WEBSUPPORT-SRO-SK-AS, SK","SK"
"c-logsitics-group.fr","","","","",""
"caissedesdepots-dreets.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"chrono-livraison.france.fr","","","","",""
"colisups-douane.fr","163.5.32.22","399486","163.5.32.0/24","VIRTUO, CA","FR"
"demellie.france.fr","","","","",""
"gouv-majoration.fr","","","","",""
"i.fractions-amendes.fr","","","","",""
"icebreake.france.fr","","","","",""
"identifcat-bcp.fr","213.158.94.242","34762","213.158.94.0/23","COMBELL-AS, BE","IT"
"majoration-paiement.fr","","","","",""
"mynanosun.fr","91.239.200.44","43541","91.239.200.0/22","VSHOSTING, CZ","CZ"
"sms-chrono-post-suivi.fr","","","","",""
"sodexogroupe.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"transit-colis.fr","91.229.239.118","200019","91.229.239.0/24","ALEXHOST, MD","RU"
"vos-abonnement.fr","45.93.20.205","57523","45.93.20.0/24","CHANGWAY-AS, HK","RU"
