"fqdn","ip","asn","ip_prefix","owner","cc"
"acheminement-colis.fr","45.81.39.135","211252","45.81.39.0/24","AS_DELIS, US","BG"
"amazon-support-aide.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"amendes-service-france.fr","89.23.103.7","207713","89.23.103.0/24","GIR-AS, RU","RU"
"bordeaux-cybertek.fr","51.91.106.38","16276","51.91.0.0/16","OVH, FR","FR"
"ca-coatesdarmor.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"caf-regularisation.fr","213.226.123.44","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"cartess-ameli.fr","5.8.10.95","34665","5.8.10.0/23","PINDC-AS, RU","RU"
"certificat-airgouv.fr","","","","",""
"certificat-vignette-critair.fr","","","","",""
"certificatairgouv.fr","","","","",""
"chronopost-instruction-livraison.fr","","","","",""
"chronopost-support-france.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"chronoservicesuivi.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"colissimo-relais.fr","45.145.166.25","207992","45.145.166.0/24","FEELB, FR","FR"
"connexion-societe-generale.fr","47.87.170.187","35913","47.87.168.0/22","DEDIPATH-LLC, US","US"
"credit-agriocle.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"critair-gouv-certificats.fr","","","","",""
"critair-gouvernement.fr","","","","",""
"critair-service.fr","217.160.37.253","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"critairgouv.fr","","","","",""
"e-relais-chronopost.fr","213.226.123.44","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"espace-cartevitale-ameli.fr","","","","",""
"fr-daheraerospace.fr","185.135.132.48","210403","185.135.132.0/24","LWS, FR","FR"
"fr-exaprobe.fr","185.135.132.48","210403","185.135.132.0/24","LWS, FR","FR"
"fr-staci.fr","185.135.132.48","210403","185.135.132.0/24","LWS, FR","FR"
"france-chronopost-support.fr","89.23.103.7","207713","89.23.103.0/24","GIR-AS, RU","RU"
"gendamerie.fr","191.101.79.226","47583","191.101.79.0/24","AS-HOSTINGER, CY","AE"
"gmailfr.fr","","","","",""
"gouv-antai.fr","","","","",""
"gouv-crit-air.fr","","","","",""
"gouv-critair-vignette.fr","146.19.173.203","213373","146.19.173.0/24","IPCONNECT, SC","CZ"
"gouvcritair.fr","","","","",""
"hu59vb-societegenerale.fr","","","","",""
"laposte-lettre.fr","45.145.166.25","207992","45.145.166.0/24","FEELB, FR","FR"
"liberacion.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"livraison-chronopost-france.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"livraisons-chrono.fr","213.226.123.44","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"monsuivi-chonopost.fr","80.76.51.231","211252","80.76.51.0/24","AS_DELIS, US","BG"
"montauban-cybertek.fr","145.14.156.50","47583","145.14.156.0/22","AS-HOSTINGER, CY","NL"
"mynetflixlogin.fr","152.228.162.157","16276","152.228.128.0/17","OVH, FR","FR"
"pro-acessoires.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"q-parkfrance.fr","185.135.132.48","210403","185.135.132.0/24","LWS, FR","FR"
"redirection-moncolis.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"regioncentre-valeloire.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"sauvelnatal.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"secureabonnement.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"sociale-vitale.fr","47.87.213.161","29802","47.87.213.0/24","HVC-AS, US","US"
"suivis-aides.fr","62.210.219.101","12876","62.210.0.0/16","Online SAS, FR","FR"
"support-netflix-paiement.fr","94.103.188.195","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"tubro.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"ubisof.fr","198.251.89.164","53667","198.251.89.0/24","PONYNET, US","US"
"univ-leman.fr","","","","",""
"votrelivraison-colis.fr","","","","",""
