"fqdn","ip","asn","ip_prefix","owner","cc"
"acheminementcolis.fr","2.56.247.11","39421","2.56.247.0/24","SAPINET-AS, FR","DE"
"ameli-consigne.fr","45.81.39.135","211252","45.81.39.0/24","AS_DELIS, US","BG"
"antai-suivi-dossier.fr","185.241.208.148","210558","185.241.208.0/24","SERVICES-1337-GMBH, DE","NL"
"appleid-verifier.fr","162.210.70.199","46606","162.210.70.0/23","UNIFIEDLAYER-AS-1, US","US"
"assurance-ameli.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"authenpsasecureinformationcnm.fr","172.67.207.174","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"authentification-credit-agricole.fr","43.201.110.245","16509","43.200.0.0/14","AMAZON-02, US","US"
"auvergnerhonalpes.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"beauteeprivee.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"billetteriestade.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"cfe-metiers.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"chronopost-envoicolis.fr","141.255.162.202","51852","141.255.160.0/21","PLI-AS, PA","PA"
"chronopost-relaisinstruction.fr","193.47.61.20","211252","193.47.61.0/24","AS_DELIS, US","BG"
"chronopost-retrait-colis.fr","141.255.162.202","51852","141.255.160.0/21","PLI-AS, PA","PA"
"convertio.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"cybertek-montauban.fr","","","","",""
"europ1.fr","104.247.82.52","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"flashresultlats.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"info-compte-help.fr","45.93.138.43","47583","45.93.136.0/22","AS-HOSTINGER, CY","CY"
"info-gouv-critair.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"lasseranceretraite.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"le-recensement.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"lefigaeo.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"lefiogaro.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"livraisonschronopost.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"mabanquepro.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"mon-instruction-chronopost.fr","194.87.31.183","210352","194.87.31.0/24","SERVER4-AS, RU","CZ"
"monopflix.fr","104.247.82.50","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"mt-cybertek.fr","","","","",""
"mypoele.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"onissep.fr","104.247.81.50","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"pacoursup.fr","51.38.237.139","16276","51.38.0.0/16","OVH, FR","FR"
"paiementsecurise-leboncoin.fr","","","","",""
"pay-dsp2.fr","193.233.203.223","200019","193.233.202.0/23","ALEXHOST, MD","RU"
"re-recensement-et-moi.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"relaiscolissimo.fr","46.105.29.75","16276","46.105.0.0/16","OVH, FR","FR"
"renouvellervitale.fr","20.38.4.183","8075","20.36.0.0/14","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"sfr-regularisation.fr","213.226.123.44","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"societegenerale-appareil.fr","47.87.170.187","35913","47.87.168.0/22","DEDIPATH-LLC, US","US"
"support-amzn.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"um58do-societegenerale.fr","","","","",""
"uni-paris-diderot.fr","199.59.243.222","16509","199.59.243.0/24","AMAZON-02, US","US"
"xn--beautpriv-f4ae.fr","104.247.82.51","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--bldina-cva.fr","104.247.81.51","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--ratpitinraire-ihb.fr","104.247.81.54","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
"xn--scolaritservices-iqb.fr","104.247.81.53","206834","104.247.80.0/23","TEAMINTERNET-CA-AS, DE","CA"
