"fqdn","ip","asn","ip_prefix","owner","cc"
"activation-cledigitale.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"ameli-securegouv.fr","169.150.243.184","60068","169.150.243.0/24","CDN77 ^_^, GB","GB"
"amendes-dossier.fr","213.226.123.72","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"amendes-service.fr","80.76.51.47","211252","80.76.51.0/24","AS_DELIS, US","BG"
"antai-amendes.fr","31.172.80.244","44066","31.172.80.0/20","DE-FIRSTCOLO www.first-colo.net, DE","DE"
"axa-fr.fr","103.30.127.13","56067","103.30.124.0/22","METRABYTE-TH 453 Ladplacout Jorakhaebua, TH","TH"
"carterenouvellement.fr","51.195.155.59","16276","51.195.0.0/16","OVH, FR","FR"
"certificationfrance.fr","109.234.161.32","50474","109.234.161.0/24","O2SWITCH, FR","FR"
"chronopost-instruction-colis.fr","","","","",""
"chronopost-livraison.fr","194.50.111.13","203790","194.50.111.0/24","UP-NETWORK, FR","CH"
"chronpost-instruction.fr","","","","",""
"ciients-sfr.fr","185.254.37.110","211252","185.254.37.0/24","AS_DELIS, US","BG"
"cledigitale-service-bnpparibas.fr","","","","",""
"critair-support.fr","","","","",""
"dossier-amendes.fr","91.208.162.198","200019","91.208.162.0/24","ALEXHOST, MD","MD"
"echrono-express.fr","82.180.133.230","47583","82.180.132.0/23","AS-HOSTINGER, CY","DE"
"espace-esim-client.fr","81.161.229.89","211252","81.161.229.0/24","AS_DELIS, US","BG"
"fr-cisetp.fr","185.98.131.45","210403","185.98.131.0/24","LWS, FR","FR"
"fr-premys.fr","78.138.58.31","210403","78.138.58.0/24","LWS, FR","FR"
"gouv-amendes.fr","184.94.215.141","22612","184.94.215.0/24","NAMECHEAP-NET, US","US"
"impots-gouv-finances.fr","","","","",""
"information-livraison.fr","240.0.0.1","NA","NA","NA",""
"monespaceclientameli.fr","169.150.243.184","60068","169.150.243.0/24","CDN77 ^_^, GB","GB"
"netflix-paiment.fr","","","","",""
"paiement-amendesgouv.fr","31.172.80.244","44066","31.172.80.0/20","DE-FIRSTCOLO www.first-colo.net, DE","DE"
"service-public-amendes.fr","45.12.253.85","211252","45.12.253.0/24","AS_DELIS, US","BG"
"sevice-mabanque-bnp-paribas.fr","","","","",""
"sevice-mabanque-bnpparibas.fr","","","","",""
"suivre-colis-chronopost.fr","77.83.198.150","59711","77.83.198.0/24","HZ-EU-AS, BG","BG"
"suivrevotrecolis.fr","77.83.198.150","59711","77.83.198.0/24","HZ-EU-AS, BG","BG"
"track-chrono-post.fr","","","","",""
