"fqdn","ip","asn","ip_prefix","owner","cc"
"adobeadobe.fr","188.165.53.185","16276","188.165.0.0/16","OVH, FR","FR"
"bpostale.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"doctolib-sante.fr","185.241.208.177","210558","185.241.208.0/24","SERVICES-1337-GMBH 1337-SERVICES-GMBH-NETWORK, DE","NL"
"docusignes.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"ledger-france.fr","82.25.96.15","47583","82.25.96.0/21","AS-HOSTINGER, CY","GB"
"mondialrelay.re","91.216.107.112","210403","91.216.107.0/24","LWS, FR","FR"
"service-oppositions.fr","217.160.0.126","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"sothebys-france.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"suivistokomani.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"supportclientnetflix.fr","217.160.0.152","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"verifier-connect.fr","172.67.130.68","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"zee-pay.fr","147.93.93.45","47583","147.93.88.0/21","AS-HOSTINGER, CY","DE"
