"fqdn","ip","asn","ip_prefix","owner","cc"
"assurancemaladie-siegeameli.fr","216.24.57.252","397273","216.24.57.0/24","RENDER, US","US"
"burtonfrance.fr","","","","",""
"dopesneakers.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"france24actus.fr","111.90.142.21","45839","111.90.142.0/23","SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY","MY"
"gouv-justice.fr","87.98.150.35","16276","87.98.128.0/17","OVH, FR","FR"
"mail-creditaqricole.fr","217.160.0.16","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"skimsfrancefr.fr","","","","",""
"tsongashoesfrance.fr","","","","",""
"ursaff-antilles-guyane.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"xn--wanado-0xa.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
