"fqdn","ip","asn","ip_prefix","owner","cc"
"app-pylib.fr","172.67.151.113","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"asctsncf.fr","","","","",""
"betonredjouer.fr","104.21.34.158","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"casiniajouer.fr","172.67.165.222","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"felixspinjouer.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"gapsfr.fr","172.67.208.240","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"ggchine.fr","","","","",""
"ggpascher.fr","","","","",""
"ggreplique.fr","","","","",""
"ggvente.fr","","","","",""
"hi-spin.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"icloudfiles.fr","193.203.239.76","210403","193.203.239.0/24","LWS, FR","FR"
"lareserveoutlet.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"longchamps-france.fr","104.21.24.188","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"macsupport-assistance.fr","109.234.167.143","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"macsupportcare.fr","","","","",""
"nike-running.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"parkey-app.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"policenationalegouv.fr","213.255.195.50","210403","213.255.195.0/24","LWS, FR","FR"
"razerfrance.fr","","","","",""
"secure-carte.fr","102.135.91.206","213441","102.135.91.0/24","SLAYER-AS, GB","SC"
"securiserrechargetranscash.fr","109.234.166.27","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"skimsfr.fr","104.160.4.248","41564","104.160.4.0/24","AS41564, GB","SC"
"zalandoutlet.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
