"fqdn","ip","asn","ip_prefix","owner","cc"
"chu-clermontferand.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"confirmationrdv-leboncoin-isabru.fr","","","","",""
"espacecourrier.fr","198.185.159.144","53831","198.185.159.0/24","SQUARESPACE, US","US"
"g7-online.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"info-mondialrelay.fr","45.152.162.134","200019","45.152.162.0/24","ALEXHOST, MD","DE"
"owalas-france.fr","","","","",""
"peage-reglement.fr","158.94.209.87","214943","158.94.209.0/24","RAILNET, US","TR"
"policenationale-france.fr","212.129.27.193","12876","212.129.0.0/18","Online SAS, FR","FR"
"socegen.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"xn--univ-lorraine-ufrmim-rsultats-wuc.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
