"fqdn","ip","asn","ip_prefix","owner","cc"
"activity-prime.fr","195.85.115.162","399629","195.85.115.0/24","BLNWX, US","US"
"advance-prime.fr","195.85.115.162","399629","195.85.115.0/24","BLNWX, US","US"
"advanced-prime.fr","195.85.115.162","399629","195.85.115.0/24","BLNWX, US","US"
"assistance-mondialrelay.fr","178.16.54.95","214943","178.16.54.0/24","RAILNET, US","TR"
"azsneakers.fr","104.21.71.230","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"bestwigoutlet.fr","104.18.2.225","13335","104.18.0.0/20","CLOUDFLARENET, US","US"
"estbulk-prime.fr","75.2.103.23","16509","75.2.96.0/20","AMAZON-02, US","US"
"exact-prime.fr","195.85.115.162","399629","195.85.115.0/24","BLNWX, US","US"
"hopitalrennes.fr","213.255.195.51","210403","213.255.195.0/24","LWS, FR","FR"
"mailsfr.fr","95.111.249.30","51167","95.111.248.0/23","CONTABO, DE","DE"
"monespace-cesi.fr","188.165.53.185","16276","188.165.0.0/16","OVH, FR","FR"
"outletprive.fr","141.125.104.208","36351","141.125.64.0/18","SOFTLAYER, US","US"
"session-prime.fr","195.85.115.162","399629","195.85.115.0/24","BLNWX, US","US"
"votrecarte-vital.fr","217.160.0.150","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
