"fqdn","ip","asn","ip_prefix","owner","cc"
"amivac-reservations.fr","69.164.250.130","26666","69.164.248.0/22","INTERSERVER-LAX - Interserver, Inc, US","US"
"betway-france.fr","","","","",""
"betway-online.fr","","","","",""
"caasinozer.fr","127.0.0.1","NA","NA","NA",""
"casiinozer.fr","127.0.0.1","NA","NA","NA",""
"coolzino-casino-enligne.fr","","","","",""
"lemaillotdor.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"mafia-casino-online.fr","104.21.41.134","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"pumaoutlet.fr","","","","",""
"yonibeet-france.fr","127.0.0.1","NA","NA","NA",""
