"fqdn","ip","asn","ip_prefix","owner","cc"
"7bit-fr.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"ants-gouve.fr","","","","",""
"ants-resultat.fr","213.255.195.51","210403","213.255.195.0/24","LWS, FR","FR"
"banquecentraleeuropeene.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"betcliccasino-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-pro.fr","103.224.212.205","133618","103.224.212.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"brunocasino-france.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"casino-millionz.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"deallab.fr","217.160.0.224","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"dsp2-bnpparibas.fr","169.40.135.186","209274","169.40.135.0/24","KRAKEN-NETWORK-ISP, GB","DE"
"lira-spin-casino.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"lira-spin-fr.fr","","","","",""
"lunubetcasino.fr","213.132.197.99","39704","213.132.192.0/19","CJ2-AS, NL","NL"
"madcasino-777.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"madcasino3.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"madcasinobet.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"magiuscasino-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"mail-interieurgouv.fr","","","","",""
"prime.wf","","","","",""
"roblox.re","","","","",""
"snipes-outlet.fr","23.227.38.70","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
