"fqdn","ip","asn","ip_prefix","owner","cc"
"activation-abonnement.fr","180.178.160.215","213441","180.178.160.0/24","SLAYER-AS, GB","PK"
"air-jordanpascher.fr","195.201.69.223","24940","195.201.0.0/16","HETZNER-AS, DE","DE"
"apdinterieurgouv.fr","193.149.189.153","399629","193.149.189.0/24","BLNWX - BL Networks, US","US"
"boissonprime.fr","","","","",""
"cafeprime.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"casino-banzai.fr","188.126.76.254","42708","188.126.64.0/19","GLESYS glesys.com, SE","SE"
"celinedion2026.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"coccinelle-france.fr","","","","",""
"costcogroupe.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"dgfip-fraude.fr","217.160.0.220","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"dhl-colis.fr","","","","",""
"francedocument.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER, CY","CY"
"hoodrichfrance.fr","","","","",""
"leboncoin-annonces-6214097989.fr","162.210.101.174","14555","162.210.96.0/21","LIQUIDNETLTD1 - LiquidNet US LLC, US","US"
"migros-suisse.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"netfiix.fr","172.67.202.62","13335","172.67.192.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"noreply-mondialrelay.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"passetonbillet-transfert.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"service-sante-public.fr","","","","",""
"servicepayfib.fr","172.67.130.184","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"univpau.fr","","","","",""
