"fqdn","ip","asn","ip_prefix","owner","cc"
"2230.pm","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"2873.pm","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"3817.pm","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"7467.pm","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"active-cvitale.fr","","","","",""
"ameli-acheminement.fr","","","","",""
"ameli-expedition.fr","","","","",""
"ameli-information.fr","","","","",""
"ameli-pourtous.fr","","","","",""
"antifraude-amazon.fr","","","","",""
"auth-assure-amel.fr","","","","",""
"axasabanque.fr","","","","",""
"cledigitale-bnpparibas.fr","45.139.105.110","138687","45.139.105.0/24","XDEER-AS-AP Xdeer Limited, HK","BG"
"connexionsociegen.fr","","","","",""
"edf-factures.fr","20.83.44.242","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"epaypal.fr","","","","",""
"paiement-leboncoin.fr","192.162.70.139","210403","192.162.68.0/22","LWS, FR","FR"
"presidencedelarepublique.fr","192.121.157.53","51747","192.121.156.0/22","INTERNETBOLAGET, SE","SE"
"rennouv-ameli.fr","","","","",""
"secure-vitale.fr","","","","",""
"update-netflix.fr","","","","",""
"vos-compteaccesact.fr","","","","",""
"xn--renouvlement-ameli-wvb.fr","","","","",""
"xn--socitgnral-36akdb.fr","","","","",""
