"fqdn","ip","asn","ip_prefix","owner","cc"
"aldoshoes-france.fr","172.67.173.91","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"ameli-assur.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"ameli-vitale.fr","79.90.35.102","15557","79.80.0.0/12","LDCOMNET --- I3Dnet ---, FR","FR"
"amelie-and-co.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"crocsfrance-fr.fr","165.231.200.152","58065","165.231.200.0/24","PACKETEXCHANGE, GB","SC"
"gestionsncf.fr","217.160.0.23","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"hanwagfrance.fr","172.67.176.44","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"mon-renouv-sante.fr","","","","",""
"mon-renouvellement-sante-en-ligne.fr","193.143.1.97","198953","193.143.1.0/24","PROTON66, RU","RU"
"monrenouv-sante-2024.fr","","","","",""
"north-face-france.fr","196.240.121.234","41564","196.240.121.0/24","AS41564, GB","SC"
"regulation-routiere.fr","20.117.224.127","8075","20.64.0.0/10","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"renouvellementvitale-enligne.fr","","","","",""
"shark-accessories.fr","83.167.244.202","24971","83.167.224.0/19","MASTER-AS Czech Republic www.master.cz, CZ","CZ"
"srtpaypl.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"suivis-laposte.fr","45.139.104.106","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
"suivre-mes-envois.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"suvis-laposte.fr","185.98.131.226","210403","185.98.131.0/24","LWS, FR","FR"
"veja-paris.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"xn--mon-espace-sant-en-ligne-pfc.fr","","","","",""
"xn--monrenouvellement-sant-w8b.fr","","","","",""
