"fqdn","ip","asn","ip_prefix","owner","cc"
"ara-chaussures.fr","196.247.30.121","41564","196.247.30.0/24","AS41564, GB","SC"
"bnpparibasprivate.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"chaussuresborn.fr","104.21.80.132","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"demande-renouvellement-assure.fr","91.229.239.60","200019","91.229.239.0/24","ALEXHOST, MD","RU"
"espace-ameli.fr","176.123.1.247","200019","176.123.1.0/24","ALEXHOST, MD","MD"
"espace-enligne-sms.fr","","","","",""
"ikeafranceonline.fr","","","","",""
"laopste.fr","","","","",""
"mon-espace-webmail.fr","172.67.186.128","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"mon-suivi-colis-enligne.fr","","","","",""
"neweracasquetteparis.fr","172.67.194.27","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"nvgtnoutletfrance.fr","104.21.56.123","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"passeports-fr.fr","172.67.142.197","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"paymentsecureleboncoin.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02, US","US"
"renouvellement-cartevitale.fr","83.150.218.35","199415","83.150.218.0/24","YORKHOST, FR","BG"
"renouvellementcartevital.fr","154.216.20.4","215240","154.216.20.0/24","NETRESEARCH, GB","SC"
"seee-m0r.re","207.174.61.1","16509","207.174.61.0/24","AMAZON-02, US","US"
"servicestatutrechargeenligne.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"web-formulaire-vitale.fr","","","","",""
"web-gestion-vitale.fr","","","","",""
"web-guide-vitale.fr","","","","",""
"web-support-viale.fr","","","","",""
