"fqdn","ip","asn","ip_prefix","owner","cc"
"1wincryptocasino.fr","185.192.96.254","51167","185.192.96.0/23","CONTABO, DE","DE"
"antaiservice.fr","","","","",""
"asicsofficial.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"confirm-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"dossier-ur.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"espace-peage.fr","163.5.143.4","200136","163.5.143.0/24","LIBRAHOST, FR","FR"
"gannioutlet.fr","172.67.166.188","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"gestion-abonnement.fr","217.160.0.65","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"included-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"inforelai.fr","217.160.0.192","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"jactive-ma-recharge.fr","","","","",""
"livepass.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"member-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"membre-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"mon-arret-maladie.fr","213.255.195.45","210403","213.255.195.0/24","LWS, FR","FR"
"monnotaires.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"payement-de-frais-mondial-relay.fr","","","","",""
"reactivation-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"remboursement-docto.fr","","","","",""
"safe-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"santevitale.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"solution-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"verif-tansaction.fr","217.160.0.51","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"vulkanvegasfr.fr","","","","",""
"winairlines-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"wwwklarna.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"zetcasino-fr.fr","","","","",""
