"fqdn","ip","asn","ip_prefix","owner","cc"
"bienvenue-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"bonjour-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"complete-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"final-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"hello-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"labubupopstore.fr","217.160.0.74","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"maillotsfoot2526.fr","23.227.38.66","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"payment-3ds-stripe.fr","104.21.3.96","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"victoriasecrets.fr","217.160.0.138","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"welcome-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
