"fqdn","ip","asn","ip_prefix","owner","cc"
"aiirbnb.fr","104.21.33.85","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"azur-casinofr.fr","","","","",""
"azurcasinofr.fr","","","","",""
"boomzino-casino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"boomzinocasino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"burberryfrance.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"casino770fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinoalexanderfr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinoprive-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinoprivefr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"casinotortugafr.fr","","","","",""
"casinozercasino.fr","","","","",""
"cresuscasino-fr.fr","","","","",""
"cresuscasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fr-casino770.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fr-instantcasino.fr","","","","",""
"frcasinozer.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"gaga-ticket.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"instant-casino-fr.fr","","","","",""
"julius-casino-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"julius-casino.fr","","","","",""
"leboncoin-virement-en-cours.fr","34.120.137.41","396982","34.120.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
"legiano-casinofr.fr","","","","",""
"legianocasino-fr.fr","172.67.205.157","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"legianocasinofr.fr","172.67.210.100","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"lucky-treasurecasino.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"lucky8-fr.fr","","","","",""
"lucky8casinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"luckytreasure-fr.fr","","","","",""
"magical-spincasino.fr","","","","",""
"magicalspinfr.fr","","","","",""
"monsieur-lapin.fr","104.21.10.187","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"monsieurlapin-casino.fr","","","","",""
"mystakecasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"mystakefr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"ninecasinos-fr.fr","","","","",""
"ninecasinosfr.fr","172.67.198.194","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"olympe-casino-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"olympe-casinofr.fr","","","","",""
"remboursement-santes.fr","","","","",""
"serviceclient-prime.fr","149.248.79.10","399629","149.248.79.0/24","BLNWX, US","US"
"slotrize-casino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"slotrize.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"slotrizecasino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"spinsahara-casino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"spinsahara.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"spinsaharacasino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"spinsycasinoonline.fr","104.21.16.1","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"stakecasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"stakefr.fr","","","","",""
"tortugacasinofr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"unibet-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"unibetfr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"wild-sultan-fr.fr","","","","",""
"wildsultanfr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"winbeatz-casino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"winbeatz.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"winbeatzcasino.fr","85.209.195.161","44477","85.209.195.0/24","THE-HOSTING, MD","CY"
"winoui-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"xn--moncomptes-sants-pqb.fr","","","","",""
