"fqdn","ip","asn","ip_prefix","owner","cc"
"assurance-maladie-ameli.fr","46.247.109.134","58087","46.247.109.0/24","FLORIANKOLB, DE","DE"
"betbrightcasino.fr","195.35.60.12","47583","195.35.60.0/24","AS-HOSTINGER, CY","DE"
"casino-roobet.fr","","","","",""
"creditmutual.fr","217.160.0.233","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"digitaljackpot.fr","212.1.212.162","47583","212.1.212.0/24","AS-HOSTINGER, CY","CY"
"disneyworldparis.fr","89.116.133.2","47583","89.116.133.0/24","AS-HOSTINGER, CY","LT"
"france-jonak.fr","23.227.38.66","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"legiano-casino-fr.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"millionzcasinosfr.fr","","","","",""
"mullvadvpn.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"nine-casinos-fr.fr","","","","",""
"nine-casinosfr.fr","","","","",""
"ninecasinoenligne-fr.fr","104.21.32.1","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"storepickup.fr","23.227.38.69","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"version-prime.fr","193.149.180.84","399629","193.149.180.0/24","BLNWX, US","US"
"votre-prime.fr","193.149.180.84","399629","193.149.180.0/24","BLNWX, US","US"
