"fqdn","ip","asn","ip_prefix","owner","cc"
"02hojedescobertanova.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"03infohojesolucoesconsulta.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"04consultanovidadebr.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"05infosconsultehoje.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"06hojenovidadeinfos.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"07finfossolucoes.fr","82.221.129.40","50613","82.221.129.0/24","THORDC-AS, IS","IS"
"1redbetcasino.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"attestationcoupon.fr","213.158.94.184","34762","213.158.94.0/23","COMBELL-AS, BE","IT"
"brokercargo-group.fr","136.243.254.121","24940","136.243.0.0/16","HETZNER-AS, DE","DE"
"checkout-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"chericasinos.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"cialispascher.fr","195.201.69.223","24940","195.201.0.0/16","HETZNER-AS, DE","DE"
"clapscasino.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"clubcasinoo.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"fusionbets.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"luckystakecasinos.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"millionz-casino-fr.fr","172.67.211.149","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"millionz-casinofr.fr","104.21.86.207","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"outlet-jonak.fr","23.227.38.68","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"panier-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"parfumoutlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"payzone.fr","217.160.0.31","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"pikolinosfr.fr","172.67.148.46","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"polene-paris-outlet.fr","23.227.38.32","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"relaiscolis-acheminement.fr","","","","",""
"remboursements-2025-ameli.fr","188.165.209.68","16276","188.165.0.0/16","OVH, FR","FR"
"trueluck-casino.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"trueluck-france.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"trueluckcasino.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"vegasinocasinoo.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"verif-prime.fr","168.100.8.247","399629","168.100.8.0/24","BLNWX, US","US"
"wagercasino.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
