"fqdn","ip","asn","ip_prefix","owner","cc"
"appstore-connect.fr","104.21.64.1","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"boncoin-pay.fr","","","","",""
"ceteleml.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"comforama.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"comptes-sg.fr","","","","",""
"espaceclientseauxdemarseille.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"kiehlsfrance.fr","172.67.141.27","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"mullvad.fr","217.160.0.72","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"myabo-netflix.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"netflix-compte.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"particulier-sg-securite.fr","217.154.23.53","8560","217.154.16.0/21","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"playmobilfr.fr","104.21.32.1","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"secu-bpce.fr","217.160.0.66","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"sg-particuliers-connect.fr","","","","",""
"stussystorefrance.fr","103.224.182.242","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
