"fqdn","ip","asn","ip_prefix","owner","cc"
"acheminement-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"billetschapellesixtine.fr","195.35.60.130","47583","195.35.60.0/24","AS-HOSTINGER, CY","DE"
"config-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"connectsecurpyl.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"execute-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"execution-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"latelieroutlet.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"letter-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"mail-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"mailing-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"payconfirm.fr","","","","",""
"payments.pm","54.215.31.113","16509","54.215.0.0/17","AMAZON-02, US","US"
"private-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"pysecumobile.fr","104.21.37.6","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"rossignolfrance.fr","172.67.143.92","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"security-prime.fr","45.61.139.165","399629","45.61.139.0/24","BLNWX, US","US"
"sheinmystore.fr","217.160.0.9","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"trac-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
"tracking-prime.fr","45.61.139.130","399629","45.61.139.0/24","BLNWX, US","US"
