"fqdn","ip","asn","ip_prefix","owner","cc"
"air-max-shop.fr","213.255.195.48","210403","213.255.195.0/24","LWS, FR","FR"
"categories-prime.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"chronno.fr","","","","",""
"coachoutletfrance.fr","196.196.38.225","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"dcshoes-paris.fr","196.196.38.235","58065","196.196.38.0/24","PACKETEXCHANGE, GB","SC"
"kipling-france.fr","104.21.66.159","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"lafossebilletterie.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"louvre-espaces-client.fr","","","","",""
"myaccount-login-ppl.fr","172.67.194.151","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"prime-bonsplans.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"prime-promos.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"promos-prime.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"remises-prime.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"renouvellement-ameli.fr","217.65.146.141","47583","217.65.144.0/21","AS-HOSTINGER, CY","DE"
"xn--louvre-banque-prive-szb.fr","45.139.104.97","399979","45.139.104.0/24","AS-493NETWORKING, US","BG"
