"fqdn","ip","asn","ip_prefix","owner","cc"
"abu-king-casino.fr","172.67.145.32","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"amazonparis.fr","192.0.78.24","2635","192.0.78.0/24","AUTOMATTIC, US","US"
"cas-etu-bordeaux.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"celestafr.fr","23.227.38.36","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"compta-purskin.fr","109.234.167.83","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"dealersledger.fr","37.97.254.27","20857","37.97.128.0/17","TRANSIP-AS Amsterdam, the Netherlands, NL","NL"
"dhl-suivi.fr","217.65.146.141","47583","217.65.144.0/21","AS-HOSTINGER, CY","DE"
"furnledger.fr","37.97.254.27","20857","37.97.128.0/17","TRANSIP-AS Amsterdam, the Netherlands, NL","NL"
"goldex-casino.fr","","","","",""
"goldexcasino.fr","","","","",""
"goldexcasinos.fr","","","","",""
"hyper-intermarche.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"jansport-france.fr","172.67.178.11","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"ledgers.fr","155.133.142.5","203476","155.133.128.0/20","GANDI-AS-2 Domain name registrar - www.gandi.net, FR","FR"
"liraspincasinos.fr","","","","",""
"liraspins.fr","","","","",""
"liraspinscasino.fr","","","","",""
"netflix-abonnement.fr","163.5.143.4","200136","163.5.143.0/24","LIBRAHOST, FR","FR"
"notification-email.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"notification-securepass.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"notifications-email.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"notifications-securepass.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"nyxbetscasino-fr.fr","","","","",""
"prime-store.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"primevideo.yt","89.31.143.90","202108","89.31.143.0/24","UDAG, DE","DE"
"repliquemontrefrance.fr","104.21.61.5","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"secure-prime.fr","206.71.149.120","399629","206.71.149.0/24","BLNWX, US","US"
"see-morre.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"seenmo.re","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"sofinco-financement.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"suivi-abonnement.fr","217.160.0.52","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"tvfrance2.fr","104.21.112.1","13335","104.21.112.0/20","CLOUDFLARENET, US","US"
"venoxil-fr.fr","104.21.32.1","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"venoxil.fr","212.1.212.5","47583","212.1.212.0/24","AS-HOSTINGER, CY","CY"
"vintageledger.fr","37.97.254.27","20857","37.97.128.0/17","TRANSIP-AS Amsterdam, the Netherlands, NL","NL"
"wonderskinfrance.fr","172.67.145.190","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"zimbra-u-bordeaux.fr","198.49.23.144","53831","198.49.23.0/24","SQUARESPACE, US","US"
