"fqdn","ip","asn","ip_prefix","owner","cc"
"admin-uber.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"admiralcasino.fr","104.21.7.117","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"agentspincasino.fr","104.21.112.1","13335","104.21.112.0/20","CLOUDFLARENET, US","US"
"allslots-casino.fr","104.21.48.1","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"art-casino.fr","172.67.172.53","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"balkanbet.fr","104.21.62.35","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"banzai-online.fr","172.67.143.219","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"bet-251.fr","104.21.85.52","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"betfury.fr","104.21.7.102","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"betify-online.fr","172.67.201.65","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"betzinocasino-online.fr","104.21.2.148","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"bigdollarcasino.fr","104.21.91.221","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"blitz-online.fr","172.67.131.245","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"boocasino.fr","172.67.198.227","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"bordereaudedepotsecurise.fr","213.255.195.48","210403","213.255.195.0/24","LWS, FR","FR"
"bravobet.fr","104.21.92.42","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"bruno-online.fr","104.21.90.242","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"buffbetcasino.fr","172.67.203.106","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"bwinners-casino.fr","172.67.149.44","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"cabarino-casino.fr","104.21.10.228","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"cadoola-casino.fr","104.21.70.213","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"campeonbet.fr","104.21.54.200","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"cardinal-casino.fr","172.67.139.10","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
