"fqdn","ip","asn","ip_prefix","owner","cc"
"activationprime.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"amandes-gov.fr","51.81.42.10","16276","51.81.0.0/17","OVH, FR","US"
"ameli-renouvellement-cartevitale.fr","154.216.16.223","215240","154.216.16.0/24","NETRESEARCH, GB","SC"
"amelie-support.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"ciagov.fr","217.160.0.161","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"connect-nos-comptes.fr","104.21.14.171","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"infos-espace-renouvellelent.fr","217.160.0.33","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"ma-demande-renouvellement-enligne.fr","91.208.184.144","200019","91.208.184.0/24","ALEXHOST, MD","MD"
"mondialrelay-relivraison.fr","104.234.240.214","212238","104.234.240.0/24","CDNEXT, GB","CA"
"prime-activation.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"primeactivation.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"puma-france.fr","172.67.170.198","13335","172.67.160.0/20","CLOUDFLARENET, US","US"
"securx.fr","104.21.4.169","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"service-patient-ameli.fr","91.208.184.114","200019","91.208.184.0/24","ALEXHOST, MD","MD"
"valsnkrs98.fr","23.227.38.68","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
