"fqdn","ip","asn","ip_prefix","owner","cc"
"achatgroupesante.fr","109.234.165.211","50474","109.234.164.0/22","O2SWITCH, FR","FR"
"action-connect.fr","104.21.8.197","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"aide-cartevitale-ameli.fr","4.234.177.3","8075","4.224.0.0/12","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"assistance-auth.fr","104.21.4.248","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"assure-france-renouvellement-en-ligne.fr","159.253.120.111","200019","159.253.120.0/24","ALEXHOST, MD","RU"
"assure-renouvellement-enligne.fr","159.253.120.111","200019","159.253.120.0/24","ALEXHOST, MD","RU"
"bnpppf-connexion.fr","","","","",""
"bnpppf-immobiliers.fr","","","","",""
"bnpppfimmobiliers.fr","","","","",""
"connexionbnpppf.fr","127.0.0.1","NA","NA","NA",""
"demande-assure-renouvellement.fr","94.103.188.202","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"dlscord.fr","","","","",""
"etu-unicaen.fr","","","","",""
"etu-univ-lehavre.fr","217.160.0.176","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"facedook.fr","185.135.132.97","210403","185.135.132.0/24","LWS, FR","FR"
"gestioncpam.fr","185.135.132.98","210403","185.135.132.0/24","LWS, FR","FR"
"gmali.fr","","","","",""
"gouv-finances.fr","198.49.23.145","53831","198.49.23.0/24","SQUARESPACE, US","US"
"immobiliersbnpppf.fr","","","","",""
"immobnppf.fr","","","","",""
"lottofrance.fr","104.21.83.224","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"mon-reglement-en-ligne.fr","4.234.177.3","8075","4.224.0.0/12","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"ogsneaker.fr","37.72.142.14","199242","37.72.142.0/24","MALAKMADZE, GE","GE"
"sessiondata-economiegouv.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"sodirem-leclerc.fr","","","","",""
"stoneislandstore-outlet.fr","185.135.132.98","210403","185.135.132.0/24","LWS, FR","FR"
