"fqdn","ip","asn","ip_prefix","owner","cc"
"activer-ma-carte-sg.fr","104.21.6.26","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"amende-en-ligne.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"assurance-gestion-vitale.fr","91.208.162.123","200019","91.208.162.0/24","ALEXHOST, MD","MD"
"assure-espace-renouvellement-enligne.fr","94.103.188.202","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"auvergnerhonalpes.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"bookingsecure.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"chaussurejd.fr","104.21.20.124","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"coforama.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"colissimo-relivraison.fr","","","","",""
"connect-action.fr","172.67.182.144","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"creditmutuel-epargnsalariale.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"doktolib.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"douanes-colissimo.fr","46.30.211.38","51468","46.30.208.0/21","ONECOM, DK","DK"
"douanescolissimo.fr","83.229.19.82","210403","83.229.19.0/24","LWS, FR","FR"
"elfree.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"espace-activations.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"espionsnap.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"fulcio.fr","172.67.193.128","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"iut-lille.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"mercedes-benz-group.fr","81.88.57.68","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"mes-renouvellement-info-enligne.fr","94.103.188.202","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"mes-renouvellements-assure-enligne.fr","94.103.188.45","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"michelin-pneus.fr","217.160.0.156","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"mon-renouvellement-assure-enligne.fr","94.103.188.45","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"newbalance-store.fr","194.164.74.11","47583","194.164.72.0/21","AS-HOSTINGER, CY","DE"
"partenaire-apple.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"prefectureants.fr","","","","",""
"servicepermisdeconduire.fr","78.46.230.48","24940","78.46.0.0/15","HETZNER-AS, DE","DE"
"store-ugg.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"stussyofficials.fr","","","","",""
