"fqdn","ip","asn","ip_prefix","owner","cc"
"airforce1-nike.fr","","","","",""
"ameli-secu.fr","4.234.177.3","8075","4.224.0.0/12","MICROSOFT-CORP-MSN-AS-BLOCK, US","US"
"antai-mon-compte.fr","","","","",""
"canadatransfer-2024.fr","51.250.42.108","200350","51.250.0.0/17","YANDEXCLOUD, RU","RU"
"chaussure-louboutin.fr","","","","",""
"chaussurelouboutin-pascher.fr","","","","",""
"client-prime.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"clientprime.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"comptes-connecte.fr","104.21.46.126","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"espace-mes-demande-renouvellement.fr","94.103.188.45","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"espace-mon-renouvellement-enligne.fr","94.103.188.202","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"gestion-vitale-sante.fr","","","","",""
"illiad.fr","","","","",""
"lunetteoakleypascher.fr","","","","",""
"mail-notaires.fr","176.135.116.187","5410","176.128.0.0/10","BOUYGTEL-ISP, FR","FR"
"michaelkorspascher.fr","","","","",""
"mon-espace-demande-renouvellement-enligne.fr","94.103.188.202","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"nikeairforceone.fr","","","","",""
"portail-finances.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"prime-client.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"primeclient.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"primevid-client.fr","185.196.9.178","42624","185.196.9.0/24","SWISSNETWORK02, SC","SC"
"remboursement-cofidis.fr","198.49.23.144","53831","198.49.23.0/24","SQUARESPACE, US","US"
"renouvellement-mon-assure-enligne.fr","94.103.188.45","200019","94.103.188.0/24","ALEXHOST, MD","RU"
"sacguess.fr","","","","",""
"sante-gestion-info.fr","37.221.65.28","200019","37.221.65.0/24","ALEXHOST, MD","RU"
"see-m0o.re","199.83.135.102","19551","199.83.135.0/24","INCAPSULA, US","US"
"see-mo0.re","199.83.135.102","19551","199.83.135.0/24","INCAPSULA, US","US"
"vitale-renouvellement.fr","217.160.0.171","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
