"fqdn","ip","asn","ip_prefix","owner","cc"
"annafieldshops.fr","196.196.197.254","41564","196.196.197.0/24","AS41564, GB","SC"
"antai-recouvrement.fr","","","","",""
"assurancemaladie-renouvellement.fr","213.226.123.201","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"collisimo-distrbution.fr","34.163.19.189","396982","34.163.0.0/18","GOOGLE-CLOUD-PLATFORM, US","US"
"comptehabbo.fr","145.14.156.27","47583","145.14.156.0/22","AS-HOSTINGER, CY","DE"
"contravention-reglement-enligne.fr","213.226.123.155","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"cybertek-montauban.fr","92.205.171.217","21499","92.205.168.0/21","GODADDY-SXB, DE","DE"
"dgfip-finances.fr","","","","",""
"docttolib.fr","104.247.82.52","206834","104.247.82.0/23","TEAMINTERNET-CA-AS, DE","CA"
"g-shockfrance.fr","196.196.155.52","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"g-shockoutlet.fr","196.240.121.245","41564","196.240.121.0/24","AS41564, GB","SC"
"gymshark-outlet.fr","104.160.4.114","48950","104.160.4.0/24","GLOBALCOLOCATION, GB","SC"
"info-chronopost-livraisons.fr","213.226.123.201","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"outlet-nb.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"pprnhub.fr","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
"sante-renouvellement-enligne.fr","213.226.123.155","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"sfrfactures.fr","46.30.215.28","51468","46.30.208.0/21","ONECOM, DK","DK"
"vinciconstructionfr-achats.fr","","","","",""
"vital-renouvellement.fr","","","","",""
"vitale-dossier.fr","85.215.155.200","6724","85.214.0.0/15","STRATO STRATO AG, DE","DE"
"web-telepaiment-en-ligne.fr","198.185.159.145","53831","198.185.159.0/24","SQUARESPACE, US","US"
"yandex.re","103.224.182.210","133618","103.224.182.0/23","TRELLIAN-AS-AP Trellian Pty. Limited, AU","AU"
